Album,Artist,Price,Image URL
Lost Studio Sessions 1964-1982 (RSD Exclusive),Gene Clark,$41.99,//www.newburycomics.com/cdn/shop/files/GeneClark-LostStudioSessions1964-1982_ClearVinyl_RecordStoreDay_Tan_-2695948_large.jpg?v=1713210241
Take This To Your Grave 20th Anniversary LP (Color),Fall Out Boy,$31.99,//www.newburycomics.com/cdn/shop/files/Fall-Out-Boy-Take-This-To-Your-Grave-20th-Anniversary-Vinyl-Color-LP-2680608_large.jpg?v=1706556563
Reign In Blood LP (RSD Essential Clear w/Red Splatter),Slayer,$45.99,//www.newburycomics.com/cdn/shop/files/Slayer-ReignInBloodLP_RSDEssentialClearRedSplatter_-2678042_large.jpg?v=1711654269
The 2nd Law LP,Muse,$43.99,//www.newburycomics.com/cdn/shop/products/Muse-The-2nd-Law-Vinyl-LP-1757391_large.jpg?v=1655305057
The Queen Is Dead (2023) LP,The Smiths,$31.99,//www.newburycomics.com/cdn/shop/files/The_Smiths-The_Queen_Is_Dead_LP-2651607_large.jpg?v=1690483177
Liam Payne-LP1 LP,Liam Payne,$9.99,//www.newburycomics.com/cdn/shop/products/Liam_Payne-LP1_LP-2428557_large.jpg?v=1576792722
John Prine LP (Color),John Prine,$27.99,//www.newburycomics.com/cdn/shop/files/John-Prine-John-Prine-Vinyl-Color-LP-2657066_large.jpg?v=1694102231
Human (Death) LP,Death,$24.99,//www.newburycomics.com/cdn/shop/products/Death-Human_LP-2249068_large.jpg?v=1677687986
British Steel LP,Judas Priest,$29.99,//www.newburycomics.com/cdn/shop/products/Judas-Priest-British-Steel-Vinyl-LP-2296315_large.jpg?v=1514414559
Utopia 2LP (Orange),Travis Scott,$54.99,//www.newburycomics.com/cdn/shop/files/Travis-Scott-Utopia-Vinyl-Color-2LP-2679397_large.jpg?v=1704477335
Wall Of Eyes LP (Color),The Smile,$34.99,//www.newburycomics.com/cdn/shop/files/The-Smile-Wall-Of-Eyes-Vinyl-Color-LP-2686941_large.jpg?v=1706288922
Being So Normal LP,Peach Pit,$26.99,//www.newburycomics.com/cdn/shop/products/Peach_Pit-Being_So_Normal_LP-2511665_large.jpg?v=1670964467
Bad Witch LP,Nine Inch Nails,$25.99,//www.newburycomics.com/cdn/shop/products/Nine-Inch-Nails-Bad-Witch-Vinyl-LP-2330870_large.jpg?v=1529603332
Bark At The Moon LP (Color),Ozzy Osbourne,$39.99,//www.newburycomics.com/cdn/shop/files/Ozzy-Osbourne-Bark-At-The-Moon-Vinyl-Color-LP-2674984_large.jpg?v=1699472208
Phrazes For The Young LP,Julian Casablancas,$27.99,//www.newburycomics.com/cdn/shop/products/1304515_large.jpg?v=1669929061
In Times New Roman 2LP (Red),Queens Of The Stone Age,$49.99,//www.newburycomics.com/cdn/shop/files/Queens_Of_The_Stone_Age-In_Times_New_Roman_2LP_Red-2642511-1_large.jpg?v=1686929300
Purple LP (Clear),Stone Temple Pilots,$29.99,//www.newburycomics.com/cdn/shop/products/Stone_Temple_Pilots-Purple_LP_Clear-2637779_large.jpg?v=1681935904
Sigma Oasis 2LP,Phish,$31.99,//www.newburycomics.com/cdn/shop/products/Phish-Sigma-Oasis-Vinyl-2LP-2467357_large.jpg?v=1610653070
Trying To Find My Next Thrill LP,Cousin Stizz,$19.99,//www.newburycomics.com/cdn/shop/files/Cousin_Stizz-Trying_To_Find_My_Next_Thrill_LP-2638844_large.jpg?v=1682622456
Christmas Card LP,The Temptations,$19.99,//www.newburycomics.com/cdn/shop/products/The_Temptations-Christmas_Card_LP-2412444_large.jpg?v=1655417198
Popestar EP (Milky Clear),Ghost,$25.99,//www.newburycomics.com/cdn/shop/products/Ghost-Popestar_LP_Milky_Clear-2616262_large.jpg?v=1677615117
Greatest Hits Volume 1 LP,Johnny Cash,$29.99,//www.newburycomics.com/cdn/shop/products/Johnny_Cash-Greatest_Hits_Volume_1_LP-2454798_large.jpg?v=1596719248
Soundtrack - Avengers: Infinity War LP (Picture Disc),Alan Sylvestri,$29.99,//www.newburycomics.com/cdn/shop/products/Soundtrack-Avengers-Infinity-Wars-Vinyl-Picture-Disc-LP-2351239_large.jpg?v=1539800373
Revolver: Special Edition LP,The Beatles,$39.99,//www.newburycomics.com/cdn/shop/products/The_Beatles-Revolver_Special_Edition_LP-2600955_large.jpg?v=1667420706
Machine Head 25th Anniversary LP,Deep Purple,$29.99,//www.newburycomics.com/cdn/shop/products/Deep-Purple-Machine-Head-Vinyl-LP-0803769_large.jpg?v=1648248832
Born This Way 2LP,Lady Gaga,$49.99,//www.newburycomics.com/cdn/shop/products/Lady-Gaga-Born-This-Way-Vinyl-2LP-1552904_large.jpg?v=1618938706
Soundtrack - Encanto LP,Various Artists,$29.99,//www.newburycomics.com/cdn/shop/products/Encanto-Soundtrack-Vinyl-LP-2562282_large.jpg?v=1648852914
In My Lifetime Vol. 1 2LP,Jay-Z,$42.99,//www.newburycomics.com/cdn/shop/products/Jay-Z-In-My-Lifetime-Vol-1-Vinyl-2LP-0555200_large.jpg?v=1649353342
Green Day BBC Sessions 2LP (Color),Green Day,$49.99,//www.newburycomics.com/cdn/shop/products/Green-Day-BBC-Sessions-Vinyl-Color-2LP-2552402_large.jpg?v=1641230177
Signals LP,Rush,$33.99,//www.newburycomics.com/cdn/shop/products/Rush-Signals_LP-2127925_large.jpg?v=1678116936
Soundtrack - Disney Tarzan 20th Anniversary Original Motion Picture Soundtrack LP (Picture Disc),Various Artists,$29.99,//www.newburycomics.com/cdn/shop/files/Various_Artists-Soundtrack_Disney_Tarzan_20th_Anniversary_LP_Picture_Disc-2419664_large.jpg?v=1683829292
The Big Picture 2LP,Elton John,$14.99,//www.newburycomics.com/cdn/shop/files/Elton_John-The_Big_Picture_2LP-2279159_large.jpg?v=1689883722
Monster LP,Future,$29.99,//www.newburycomics.com/cdn/shop/files/Future-Monster-Vinyl-LP-2669001_large.jpg?v=1698256632
Cape Elizabeth LP (Color),Noah Kahan,$29.99,//www.newburycomics.com/cdn/shop/files/Noah-Kahan-Cape-Elizabeth-LP-Color-2694337_large.jpg?v=1713384129
Fossora LP,Bjork,$45.99,//www.newburycomics.com/cdn/shop/products/Bjork-Fossora_LP-2598871_large.jpg?v=1669839548
Voir Dire (Silver),Earl Sweatshirt/Alchemist,$33.99,//www.newburycomics.com/cdn/shop/files/Earl-Sweatshirt-Alchemist-Voir-Dire-Silver-2689170_large.jpg?v=1708009893
My Kind Of Christmas LP,Christina Aguilera,$14.99,//www.newburycomics.com/cdn/shop/products/Christina_Aguilera-My_Kind_Of_Christmas_LP-2544819_large.jpg?v=1633102809
Bewitched LP (Color),Laufey,$35.99,//www.newburycomics.com/cdn/shop/files/Laufey-Bewitched-Vinyl-Color-LP-2671050_large.jpg?v=1705959830
Soundtrack - Dr. Seuss' How The Grinch Stole Christmas LP (Clear),Various Artists,$36.99,//www.newburycomics.com/cdn/shop/products/Various_Artists-Soundtrack_Dr_Seuss_How_The_Grinch_Stole_Christmas_LP_Clear-2549660_large.jpg?v=1669839823
I Want To Die In New Orleans LP,$uicideboy$,$27.99,//www.newburycomics.com/cdn/shop/files/Suicideboys-I-Want-To-Die-In-New-Orleans-Vinyl-LP-2351216_large.jpg?v=1694713530
Stick Season 2LP,Noah Kahan,$52.99,//www.newburycomics.com/cdn/shop/files/Noah_Kahan-Stick_Season_2LP-2636825_large.jpg?v=1687803370
The Tortured Poets Department 2LP (White),Taylor Swift,$59.99,//www.newburycomics.com/cdn/shop/files/Taylor-Swift-The-Tortured-Poets-Department-2LP-White-2702336_large.jpg?v=1713384234
Papercuts 2LP (Color),Linkin Park,$49.99,//www.newburycomics.com/cdn/shop/files/Linkin-Park-Papercuts-2LP-Color-2700442_large.jpg?v=1712603391
Deeper Well LP (Color),Kacey Musgraves,$44.99,//www.newburycomics.com/cdn/shop/files/KaceyMusgraves-DeeperWellLP-2695038_large.jpg?v=1711486558
Solar Funk (RSD Exclusive),Travis Biggs,$41.99,//www.newburycomics.com/cdn/shop/files/TravisBiggs-SolarFunk-2696432_large.jpg?v=1713205774
FFRR Record Store Day Sampler Vol. 1 (RSD Exclusive),Various Artists,$19.99,//www.newburycomics.com/cdn/shop/files/FfrrRecordStoreDaySamplerVol.1-Various-FfrrRecordStoreDaySamplerVol.1-Various-2696248_large.jpg?v=1713284975
What You See Ain't Always What You Get Deluxe 3LP,Luke Combs,$44.99,//www.newburycomics.com/cdn/shop/products/Luke-Combs-What-You-See-Aint-Always-What-You-Get-Vinyl-3LP-2467238_large.jpg?v=1618938683
Here Comes The Cowboy LP,Mac DeMarco,$26.99,//www.newburycomics.com/cdn/shop/products/Mac_DeMarco-Here_Comes_The_Cowboy_LP-2387044_large.jpg?v=1674072931
Meteora LP,Linkin Park,$31.99,//www.newburycomics.com/cdn/shop/files/Linkin-Park-Meteora-Vinyl-LP-2659329_large.jpg?v=1694465141
Violent Femmes LP,Violent Femmes,$39.99,//www.newburycomics.com/cdn/shop/products/Violent_Femmes-Violent_Femmes_LP-2329255_large.jpg?v=1669909318
Home Video LP,Lucy Dacus,$29.99,//www.newburycomics.com/cdn/shop/products/Lucy_Dacus-Home_Video_LP-2525373_large.jpg?v=1673282484
Bleach Deluxe 2LP (180g),Nirvana,$37.99,//www.newburycomics.com/cdn/shop/files/Nirvana-Bleach_Deluxe_2LP_180g-1334331_large.jpg?v=1689006927
"Last Days: Non Voglio Mai Vedere II Sole Tramontare 7""",Caroline Polachek,$13.99,//www.newburycomics.com/cdn/shop/products/Caroline_Polachek-Last_Days_Non_Voglio_Mai_Vedere_II_Sole_Tramontare_7-Inch-2625393_large.jpg?v=1677528609
Strange Desire LP (Color) (180g),Bleachers,$34.99,//www.newburycomics.com/cdn/shop/files/Bleachers-Strange_Desire_LP_Color_180g-2608529_large.jpg?v=1688583137
An Evening With Silk Sonic LP (+Bonus Track),Bruno Mars & Anderson Paak,$34.99,//www.newburycomics.com/cdn/shop/files/Bruno_Mars_And_Anderson_Paak-An_Evening_With_Silk_Sonic_LP-2647227_large.jpg?v=1686947506
Tears On Tape LP (Color),HIM,$37.99,//www.newburycomics.com/cdn/shop/files/HIM-TearsOnTape-2695633-1_large.jpg?v=1711481088
Aja LP,Steely Dan,$37.99,//www.newburycomics.com/cdn/shop/files/Steely-Dan-Aja-Vinyl-LP-2661788_large.jpg?v=1697131653
Mojo 2LP (Color),Tom Petty & The Heartbreakers,$44.99,//www.newburycomics.com/cdn/shop/files/Tom-Petty-Mojo-Vinyl-Color-2LP-2669041_large.jpg?v=1697823188
Earth A.D. LP,Misfits,$35.99,//www.newburycomics.com/cdn/shop/products/0470126_large.jpg?v=1670597511
Deftones 20th Anniversary LP (Color),Deftones,$31.99,//www.newburycomics.com/cdn/shop/files/Deftones-Deftones_20th_Anniversary_LP_Color-2648340_large.jpg?v=1686928426
Comfort Eagle LP,Cake,$33.99,//www.newburycomics.com/cdn/shop/files/Cake-Comfort-Eagle-Vinyl-LP-2661743_large.jpg?v=1697467956
Ants From Up There 2LP,"Black Country, New Road",$37.99,//www.newburycomics.com/cdn/shop/files/Black_Country_New_Road-Ants_From_Up_There_2LP-2561479_large.jpg?v=1683233589
Sob Rock LP,John Mayer,$33.99,//www.newburycomics.com/cdn/shop/products/John-Mayer-Sob-Rock-Vinyl-LP-2526339_large.jpg?v=1627056510
Chet 2021 Reissue LP,Chet Baker,$37.99,//www.newburycomics.com/cdn/shop/products/Chet_Baker-Chet_2021_Reissue_LP-2464631_large.jpg?v=1614977944
Soundtrack - Bluey The Album: Bluey TV Series S1 LP (Color),Joff Bush,$39.99,//www.newburycomics.com/cdn/shop/files/Joff_Bush-Soundtrack_Bluey_The_Album_Bluey_TV_Series_S1_LP_Color-2641372_large.jpg?v=1683918700
Apolonio LP,Omar Apollo,$29.99,//www.newburycomics.com/cdn/shop/products/Omar-Apollo-Apolonio-Vinyl-LP-2520490_large.jpg?v=1623184685
Smash Remastered LP,Offspring,$29.99,//www.newburycomics.com/cdn/shop/products/Offspring-Smash_Remastered_LP-1209227_large.jpg?v=1669839674
This Is What It Feels Like LP,Gracie Abrams,$35.99,//www.newburycomics.com/cdn/shop/products/2571164_large.jpg?v=1670597680
Highway 61 Revisited LP,Bob Dylan,$29.99,//www.newburycomics.com/cdn/shop/products/Bob-Dylan-Highway-61-Revisited-Vinyl-LP-2571744_large.jpg?v=1648852789
Zach Bryan 2LP,Zach Bryan,$44.99,//www.newburycomics.com/cdn/shop/files/Zach-Bryan-Zach-Bryan-Vinyl-2LP-2667833_large.jpg?v=1697746731
Boygenius EP (Yellow),Boygenius,$27.99,//www.newburycomics.com/cdn/shop/files/Boygenius-Boygenius-Vinyl-Color-EP-2681682_large.jpg?v=1704477357
Summertime Blues EP,Zach Bryan,$29.99,//www.newburycomics.com/cdn/shop/files/Zach-Bryan-Summertime-Blues-Vinyl-EP-2655714_large.jpg?v=1693423753
The Record LP,Boygenius,$37.99,//www.newburycomics.com/cdn/shop/products/Boygenius-The_Record_LP-2621009_large.jpg?v=1680630951
Call Me If You Get Lost: The Estate Sale 3LP (Color),Tyler The Creator,$64.99,//www.newburycomics.com/cdn/shop/files/Tyler-The-Creator-Call-Me-If-You-Get-Lost-The-Estate-Sale-Vinyl-3LP-Color-2656356_large.jpg?v=1693423620
Blue World LP,John Coltrane,$34.99,//www.newburycomics.com/cdn/shop/products/John_Coltrane-Blue_World_LP-2410752_large.jpg?v=1569870563
Kid Krow LP,Conan Gray,$35.99,//www.newburycomics.com/cdn/shop/products/Conan_Gray-Kid_Krow_LP-2438867_large.jpg?v=1674857601
"The Discipline Exclusive 7""",Earth Crisis,$16.99,//www.newburycomics.com/cdn/shop/files/Earth-Crisis-Discipline-Exclusive-Color-Vinyl-LP-2098521_large.jpg?v=1689800956
A Christmas Gift For You From Phil Spector LP,Various Artists,$27.99,//www.newburycomics.com/cdn/shop/products/2457574_large.jpg?v=1669929199
Boston LP,Boston,$29.99,//www.newburycomics.com/cdn/shop/products/Boston-Boston-Vinyl-LP-2507300_large.jpg?v=1616517746
"The Rest EP (10"" Gold)",Boygenius,$25.99,//www.newburycomics.com/cdn/shop/files/Boygenius-The-Rest-Vinyl-Color-EP-2670990_large.jpg?v=1704477380
What You See Is What You Get 2LP,Luke Combs,$35.99,//www.newburycomics.com/cdn/shop/products/Luke-Combs-What-You-See-Is-What-You-Get-Vinyl-2LP-2425519_large.jpg?v=1655077307
Faith In The Future LP (Color),Louis Tomlinson,$45.99,//www.newburycomics.com/cdn/shop/products/2604925_large.jpg?v=1669750451
Christmas With Frank Sinatra LP,Frank Sinatra,$27.99,//www.newburycomics.com/cdn/shop/products/Frank-Sinatra-Christmas-With-Frank-Sinatra-Vinyl-LP-2598864_large.jpg?v=1665422855
The Stooges LP (Color),The Stooges,$29.99,//www.newburycomics.com/cdn/shop/products/2600744_large.jpg?v=1669750405
Live A Virgin LP,Madonna,$29.99,//www.newburycomics.com/cdn/shop/products/Madonna-Like-A-Virgin-Vinyl-LP-2198783_large.jpg?v=1651173584
Neighborhoods 2LP,Blink 182,$49.99,//www.newburycomics.com/cdn/shop/products/Blink_182-Neighborhoods_2LP-2215868_large.jpg?v=1674854243
It's The End Of The World But It's A Beautiful Day (Alt Cover) LP (Color),30 Seconds To Mars,$14.99,//www.newburycomics.com/cdn/shop/files/30-Seconds-To-Mars-Its-The-End-Of-The-World-But-Its-A-Beautiful-Day-ALT-Vinyl-Color-LP-2642213_large.jpg?v=1696539781
Their Law: The Singles 1990-2005 2LP,The Prodigy,$33.99,//www.newburycomics.com/cdn/shop/products/The_Prodigy-Their_Law_The_Singles_1990-2005_2LP-2012561_large.jpg?v=1616790360
Adore 2LP,Smashing Pumpkins,$55.99,//www.newburycomics.com/cdn/shop/products/Smashing_Pumpkins-Adore_2LP-2035436_large.jpg?v=1674854109
Wagonwheel Blues LP,The War On Drugs,$27.99,//www.newburycomics.com/cdn/shop/products/War-On-Drugs-Wagonwheel-Blues-LP-Vinyl-1083812_d7c24d90-bce3-4e09-b972-7b81da0502eb_large.jpeg?v=1437497610
A Beginner’s Mind LP (Color),Sufjan Stevens / Angelo De Augustine,$27.99,//www.newburycomics.com/cdn/shop/products/Sufjan_Stevens_And_Angelo_De_Augustine-A_Beginners_Mind_LP_Color-2537692_large.jpg?v=1632501336
In Times New Roman 2LP (Silver),Queens Of The Stone Age,$49.99,//www.newburycomics.com/cdn/shop/files/Queens_Of_The_Stone_Age-In_Times_New_Roman_2LP_Silver-2642509-1_large.jpg?v=1686929308
The B-52's LP (MFSL),The B-52's,$39.99,//www.newburycomics.com/cdn/shop/products/The-B52s-The-B52s-Vinyl-LP-1507334_large.jpg?v=1621364267
One Night Only - The Greatest Hits 2LP,Elton John,$49.99,//www.newburycomics.com/cdn/shop/products/Elton-John-One-Night-Only-Vinyl-2LP-2284782_large.jpg?v=1631137691
Lethal Injection LP,Ice Cube,$35.99,//www.newburycomics.com/cdn/shop/products/Ice-Cube-Lethal-Injection-Vinyl-LP-2108230_large.jpg?v=1659046834
H.E.R. 2LP,H.E.R.,$29.99,//www.newburycomics.com/cdn/shop/products/2297928_large.jpg?v=1669929138
Born To Be Blue LP,Grant Green,$39.99,//www.newburycomics.com/cdn/shop/products/Grant_Green-Born_To_Be_Blue_LP-2417963_large.jpg?v=1571941396
Isolation LP,Kali Uchis,$37.99,//www.newburycomics.com/cdn/shop/products/Kali_Uchis-Isolation_LP-2334398_large.jpg?v=1667588387
Essential Elvis Presley LP,Elvis Presley,$39.99,//www.newburycomics.com/cdn/shop/products/Elvis_Presley-Essential_Elvis_Presley_LP-2169552_large.jpg?v=1667588287
Ironman 2LP (Chicken & Broccoli),Ghostface Killah,$45.99,//www.newburycomics.com/cdn/shop/products/Ghostface-Killahs-Ironman-Chicken-Broccoli-Vinyl-Color-2LP-2581244_large.jpg?v=1655839249
Magical Mystery Tour LP,The Beatles,$49.99,//www.newburycomics.com/cdn/shop/products/The-Beatles-Magical-Mystery-Tour-Vinyl-2LP-1765316_large.jpg?v=1655077324
Still Crazy After All These Years 2LP,Paul Simon,$99.99,//www.newburycomics.com/cdn/shop/products/Paul-Simon-Still-Crazy-After-All-These-Years-Vinyl-2LP-2517414_large.jpg?v=1653680193
star-crossed LP (Color 1),Kasey Musgraves,$21.99,//www.newburycomics.com/cdn/shop/products/2537032_large.jpg?v=1640733241
One Wish: The Holiday Album LP,Whitney Houston,$19.99,//www.newburycomics.com/cdn/shop/products/Whitney_Houston-One_Wish_The_Holiday_Album_LP-2544820_large.jpg?v=1633102872
Feel Flows: The Sunflower & Surf's Up Sessions 1969-1971 2LP,Beach Boys,$45.99,//www.newburycomics.com/cdn/shop/products/Beach_Boys-Feel_Flows_The_Sunflower_And_Surfs_Up_Sessions_1969-1971_2LP-2526980_large.jpg?v=1630348086
1989 2LP (Taylor's Version - Rose Garden Pink),Taylor Swift,$53.99,//www.newburycomics.com/cdn/shop/files/Taylor-Swift-1989-2LP-Taylor_s-Version--Rose-Garden-Pink-2676709_large.jpg?v=1712602314
The Papercut Chronicles 2LP,Gym Class Heroes,$19.99,//www.newburycomics.com/cdn/shop/files/Gym_Class_Heroes-The_Papercut_Chronicles_2LP-2644585_large.jpg?v=1685034515
A Symphonic Celebration - Music from the Studio Ghibli Films of Hayao Miyazaki 2LP,Joe Hisaishi,$63.99,//www.newburycomics.com/cdn/shop/files/Joe-Hisaishi-A-Symphonic-Celebration-Vinyl-2LP-2637723_large.jpg?v=1697131627
Bleachers Live At Electric Lady EP,Bleachers,$29.99,//www.newburycomics.com/cdn/shop/products/Bleachers-Bleachers_Live_At_Electric_Lady_EP-2624952_large.jpg?v=1676910093
Heaven Surrounds You LP,Surf Curse,$24.99,//www.newburycomics.com/cdn/shop/products/Surf_Curse-Heaven_Surrounds_You_LP-2629874_large.jpg?v=1680188634
GUTS LP,Olivia Rodrigo,$39.99,//www.newburycomics.com/cdn/shop/files/Olivia-Rodrigo-GUTS-Vinyl-LP-2652262_large.jpg?v=1688574675
eternal sunshine LP (Ruby),Ariana Grande,$44.99,//www.newburycomics.com/cdn/shop/files/arianagrande-eternalsunshine-2690489_large.jpg?v=1711483433
Odeon Budokan LP,Neil Young & Crazy Horse,$35.99,//www.newburycomics.com/cdn/shop/files/Neil-Young-And-Crazy-Horse-Odeon-Budokan-Vinyl-LP-2657092_large.jpg?v=1694102241
Into The Pandemonium 2LP (Gold),Celtic Frost,$43.99,//www.newburycomics.com/cdn/shop/products/Celtic_Frost-Into_The_Pandemonium_2LP_Gold-2626883_large.jpg?v=1677700784
The Best Of Sade 2LP,Sade,$44.99,//www.newburycomics.com/cdn/shop/products/Sade-The_Best_Of_Sade_2LP-2171946_large.jpg?v=1676060575
Born Like This 10th Anniversary 2LP,MF Doom,$59.99,//www.newburycomics.com/cdn/shop/files/MF_Doom-Born_Like_This_10th_Anniversary_2LP-1144917_large.jpg?v=1686686386
When The Pawn… 180 Gram LP,Fiona Apple,$37.99,//www.newburycomics.com/cdn/shop/files/FionaApple-WhenThePawn180GramLP-2675608_large.jpg?v=1711654347
Elvis Presley Exclusive LP,Elvis Presley,$99.99,//www.newburycomics.com/cdn/shop/products/Elvis_20Presley_20Elvis_20Presley_20Exclusive_20Vinyl_20LP_202050686_large.jpeg?v=1443201105
Storie Di Vita E Malavita O.S.T (RSD Exclusive),Ennio Morricone,$31.99,//www.newburycomics.com/cdn/shop/files/EnnioMorricone_Rex_-StorieDiVitaEMalavita_ColonnaSonoraOriginal-2696395_large.jpg?v=1713205384
Bend Over & Pray The Lord (RSD Exclusive),Lordi,$39.99,//www.newburycomics.com/cdn/shop/files/Lordi-BendOver_PrayTheLord_Rsd_Blk_ColoredVinyl_180Gram_-2695924_large.jpg?v=1713203036
Futurama (RSD Exclusive),Be Bop Deluxe,$43.99,//www.newburycomics.com/cdn/shop/files/BeBopDeluxe-Futurama-2696429_large.jpg?v=1713282211
Diary 30th Anniversary Edition 2LP (Pearl),Sunny Day Real Estate,$39.99,//www.newburycomics.com/cdn/shop/files/Sunny-Day-Real-Estate-Diary-30th-Anniversary-Edition-2LP-Pearl-2701479_large.jpg?v=1712871806
Stick Season (We'll All Be Here Forever) 3LP (Color),Noah Kahan,$91.99,//www.newburycomics.com/cdn/shop/files/NoahKahan-StickSeason_We_llAllBeHereForever_3LP_Color_-2701205B_large.jpg?v=1712860563
Meat Is Murder LP,The Smiths,$31.99,//www.newburycomics.com/cdn/shop/files/The_Smiths-Meat_Is_Murder_LP-2643290_large.jpg?v=1684864997
The Night 2LP (Purple),Morphine,$55.99,//www.newburycomics.com/cdn/shop/files/Morphine-The-Night-Vinyl-Color-2LP-Purple-2660304_large.jpg?v=1694713508
Imaginary Enemy LP  (Orange Black & White Swirl),The Used,$35.99,//www.newburycomics.com/cdn/shop/files/The-Used-Imaginary-Enemy-LP--Orange-Black-And-White-Swirl-2700304_large.jpg?v=1712602795
Vulnerable LP (Color),The Used,$35.99,//www.newburycomics.com/cdn/shop/files/The-Used-Vulnerable-LP-Color-2700305_large.jpg?v=1712602863
Nonstop Feeling LP,Turnstile,$29.99,//www.newburycomics.com/cdn/shop/files/Turnstile-Nonstop-Feeling-Vinyl-LP-2213458_large.jpg?v=1707841024
Prequelle LP,Ghost,$31.99,//www.newburycomics.com/cdn/shop/products/Ghost-Prequelle_LP-2325045_large.jpg?v=1682092389
Gettin' Old 2LP,Luke Combs,$39.99,//www.newburycomics.com/cdn/shop/products/Luke_Combs-Gettin_Old_2LP-2626759_large.jpg?v=1677782746
Twelve Carat Toothache 2LP (Lemon Yellow),Post Malone,$59.99,//www.newburycomics.com/cdn/shop/products/Post_Malone-Twelve_Carat_Toothache_2LP_Lemon_Yellow-2612822_large.jpg?v=1675794437
"JPEG RAW 2LP (Indie Exclusive, Colored Vinyl)",Gary Clark Jr.,$57.99,//www.newburycomics.com/cdn/shop/files/GaryClarkJr-JPEGRAW2LP-2695651_large.jpg?v=1711481048
Soundtrack - Singles Original Motion Picture Soundtrack Deluxe 2LP +CD,Various Artists,$44.99,//www.newburycomics.com/cdn/shop/files/Various_Artists-Soundtrack_Singles_Original_Motion_Picture_Soundtrack_Deluxe_2LP_CD-2259697_large.jpg?v=1683839597
Bubba 2LP,Kaytranada,$31.99,//www.newburycomics.com/cdn/shop/products/Kaytranada-Bubba_2LP-2447272_large.jpg?v=1680715187
The Sound Of Perseverance 2LP,Death,$35.99,//www.newburycomics.com/cdn/shop/products/Death-The_Sound_Of_Perseverance_2LP-2228296_large.jpg?v=1682007983
Sremm 4 Life LP (Color),Rae Sremmurd,$14.99,//www.newburycomics.com/cdn/shop/files/Rae_Sremmurd-Sremm_4_Life_LP_Color-2639017_large.jpg?v=1684267267
Soup LP (180g),Blind Melon,$43.99,//www.newburycomics.com/cdn/shop/files/Blind_Melon-Soup_LP_180g-2303059_large.jpg?v=1686078554
The Yes Album Expanded Edition LP,Yes,$29.99,//www.newburycomics.com/cdn/shop/products/Yes-The_Yes_Album_Expanded_Edition_LP-0743214_large.jpg?v=1676060379
Die Die My Darling EP,Misfits,$19.99,//www.newburycomics.com/cdn/shop/products/0470125_large.jpg?v=1670597505
All Roads Lead Home LP,"Molina, Talbot, Lofgren & Young",$11.99,//www.newburycomics.com/cdn/shop/products/Molina_Talbot_Lofgren_And_Young-All_Roads_Lead_Home_LP-2627709_large.jpg?v=1678222000
Stakes Is High 2LP,De La Soul,$39.99,//www.newburycomics.com/cdn/shop/files/De_La_Soul-Stakes_Is_High_2LP-2639601_large.jpg?v=1683748581
Changes LP (Color),Justin Bieber,$54.99,//www.newburycomics.com/cdn/shop/products/Justin_Bieber-Changes_LP_Color-2471339_large.jpg?v=1675283251
Cry LP,Cigarettes After Sex,$33.99,//www.newburycomics.com/cdn/shop/products/Cigarettes_After_Sex-Cry_LP-2420043_large.jpg?v=1675891321
Art Angels LP,Grimes,$34.99,//www.newburycomics.com/cdn/shop/products/Grimes-Art_Angels_LP-2158696_large.jpg?v=1673282504
Scaring The Hoes LP (Color),JPEGMAFIA & Danny Brown,$47.99,//www.newburycomics.com/cdn/shop/files/JPEGMAFIA-Danny-Brown-Scaring-The-Hoes-Vinyl-Color-LP-2667635_large.jpg?v=1697648571
The Best Of Sam Cooke LP,Sam Cooke,$29.99,//www.newburycomics.com/cdn/shop/products/Sam-Cooke-The-Best-Of-Sam-Cooke-Vinyl-LP-2355884_large.jpg?v=1655077259
Be A Man LP (Orange),Macho Man Randy Savage,$54.99,//www.newburycomics.com/cdn/shop/files/Macho-Man-Randy-Savage-Be-A-Man-Vinyl-Color-LP-2671357_large.jpg?v=1698430095
Live At Yankee Stadium 3LP,Billy Joel,$67.99,//www.newburycomics.com/cdn/shop/products/2595263_large.jpg?v=1669929273
Body Of Work 2LP With Autographed Postcard,Albert Hammond,$47.99,//www.newburycomics.com/cdn/shop/files/Albert-Hammond-Body-Of-Work-Vinyl-2LP-Autographed-2690825_large.jpg?v=1706642990
Definitely Maybe  2 LP,Oasis,$39.99,//www.newburycomics.com/cdn/shop/products/Oasis-Definitely-Maybe-2LP-Vinyl-1992566_large.jpeg?v=1437498681
Blue Lines LP,Massive Attack,$35.99,//www.newburycomics.com/cdn/shop/products/Massive_Attack-Blue_Lines_LP-2227810_large.jpg?v=1675283505
The Division Bell 2LP,Pink Floyd,$54.99,//www.newburycomics.com/cdn/shop/products/2211804_large.jpg?v=1669929118
Anti 2LP,Rihanna,$44.99,//www.newburycomics.com/cdn/shop/products/Rihanna-Anti-Vinyl-2LP-2216537_large.jpg?v=1648572062
Post LP,Bjork,$43.99,//www.newburycomics.com/cdn/shop/products/Bjork-Post_LP-1874206_large.jpg?v=1676311306
For The First Time LP,"Black Country, New Road",$33.99,//www.newburycomics.com/cdn/shop/products/Black_Country_New_Road-For_The_First_Time_LP-2502687_large.jpg?v=1669839818
